代码,简称,日期,前收盘价,开盘价,最高价,最低价,收盘价,成交量(股),成交金额(元),涨跌,涨跌幅(%)
000987.SH,全指材料,2016/3/21,2976.487,3001.9506,3044.2021,2985.6873,3044.2021,11119757000,1.13767E+11,67.7151,2.275
000987.SH,全指材料,2016/3/22,3044.2021,3016.7605,3056.5438,2999.3938,3030.1425,9031541500,96821027857,-14.0596,-0.4618
000987.SH,全指材料,2016/3/23,3030.1425,3016.1603,3049.9678,3003.9023,3049.4691,7945420000,87346349140,19.3266,0.6378
000987.SH,全指材料,2016/3/24,3049.4691,3014.5762,3040.7903,2984.8261,2990.9651,8385848600,94004413524,-58.504,-1.9185
000987.SH,全指材料,2016/3/25,2990.9651,2981.8595,3008.4464,2960.9861,2998.6953,5920824300,66827844254,7.7302,0.2585
000987.SH,全指材料,2016/3/28,2998.6953,3008.465,3040.7433,2975.8588,2986.4054,6908440600,79236606670,-12.2899,-0.4098
000987.SH,全指材料,2016/3/29,2986.4054,2982.0146,2989.0323,2919.2617,2941.7356,6380987600,68824814773,-44.6698,-1.4958
000987.SH,全指材料,2016/3/30,2941.7356,2969.2662,3043.296,2969.2662,3042.9786,7079922500,80619296204,101.243,3.4416
000987.SH,全指材料,2016/3/31,3042.9786,3051.4272,3067.913,3032.8117,3047.6702,7313265800,85952881825,4.6916,0.1542
000987.SH,全指材料,2016/4/1,3047.6702,3037.7783,3058.0258,2999.7013,3058.0177,7356590200,80352131520,10.3475,0.3395
000987.SH,全指材料,2016/4/5,3058.0177,3057.9028,3123.8905,3046.0187,3121.1926,8260886100,89643701116,63.1749,2.0659
000987.SH,全指材料,2016/4/6,3121.1926,3111.8729,3140.2453,3098.7713,3134.4715,7844287100,89500896834,13.2789,0.4254
000987.SH,全指材料,2016/4/7,3134.4715,3141.8127,3147.0283,3093.4076,3096.1478,8460447300,92623764171,-38.3237,-1.2227
000987.SH,全指材料,2016/4/8,3096.1478,3069.9347,3088.4762,3039.2394,3076.2029,7498675300,81953931915,-19.9449,-0.6442
000987.SH,全指材料,2016/4/11,3076.2029,3103.1592,3166.5804,3103.1592,3146.9067,8728890300,91631454059,70.7038,2.2984
000987.SH,全指材料,2016/4/12,3146.9067,3144.5444,3151.8811,3095.2538,3129.7902,7769807400,88070397265,-17.1165,-0.5439
000987.SH,全指材料,2016/4/13,3129.7902,3157.2516,3242.1785,3157.2516,3200.4569,13282083300,1.28865E+11,70.6667,2.2579
000987.SH,全指材料,2016/4/14,3200.4569,3212.0175,3216.9976,3176.1084,3216.5847,9026568100,93319066063,16.1278,0.5039
000987.SH,全指材料,2016/4/15,3216.5847,3209.3209,3215.7031,3185.1693,3206.1031,7387433100,80447560280,-10.4816,-0.3259
000987.SH,全指材料,2016/4/18,3206.1031,3188.4709,3188.4709,3143.2839,3167.3013,7142518300,82300925156,-38.8018,-1.2102
000987.SH,全指材料,2016/4/19,3167.3013,3178.7133,3192.0799,3150.9489,3179.0124,6422905500,75947514856,11.7111,0.3698
000987.SH,全指材料,2016/4/20,3179.0124,3197.4006,3203.3969,2996.5132,3063.7362,10754680500,1.20663E+11,-115.2762,-3.6262
000987.SH,全指材料,2016/4/21,3063.7362,3048.2883,3128.6641,3038.4504,3064.0657,10030072500,1.0838E+11,0.3295,0.0108
000987.SH,全指材料,2016/4/22,3064.0657,3020.3928,3050.2652,2991.791,3049.8897,6896447000,77347564787,-14.176,-0.4627
000987.SH,全指材料,2016/4/25,3049.8897,3035.4916,3045.3456,2987.7871,3033.0498,5624425900,66366878772,-16.8399,-0.5521
000987.SH,全指材料,2016/4/26,3033.0498,3027.2726,3055.5201,3012.5068,3055.4189,5149415800,60626813821,22.3691,0.7375
000987.SH,全指材料,2016/4/27,3055.4189,3057.6986,3077.9812,3039.2488,3046.2696,5638932900,67989427110,-9.1493,-0.2994
000987.SH,全指材料,2016/4/28,3046.2696,3042.4216,3046.2459,2976.3148,3025.3383,5641694500,67537584162,-20.9313,-0.6871
000987.SH,全指材料,2016/4/29,3025.3383,3014.8988,3050.2836,3009.036,3033.4341,4530158000,59726823769,8.0958,0.2676
000987.SH,全指材料,2016/5/3,3033.4341,3039.158,3118.1219,3025.2257,3118.1219,6324032700,80315235905,84.6878,2.7918
000987.SH,全指材料,2016/5/4,3118.1219,3103.8609,3134.4793,3098.6279,3111.4474,6150644400,78546836201,-6.6745,-0.2141
000987.SH,全指材料,2016/5/5,3111.4474,3103.7853,3135.1142,3094.0042,3131.4146,5603376900,73912440618,19.9672,0.6417
000987.SH,全指材料,2016/5/6,3131.4146,3130.8101,3138.5899,3006.3885,3006.3885,8231041900,1.03917E+11,-125.0261,-3.9926
000987.SH,全指材料,2016/5/9,3006.3885,2976.2132,2976.2132,2856.2667,2871.4449,6831558100,79367205287,-134.9436,-4.4886
000987.SH,全指材料,2016/5/10,2871.4449,2857.776,2877.9829,2835.1296,2855.4803,4307208400,51470555728,-15.9646,-0.556
000987.SH,全指材料,2016/5/11,2855.4803,2873.9115,2882.0703,2828.2358,2839.632,4249304500,52538208564,-15.8483,-0.555
000987.SH,全指材料,2016/5/12,2839.632,2803.8449,2856.7911,2760.3719,2856.309,4807592800,60661878865,16.677,0.5873
000987.SH,全指材料,2016/5/13,2856.309,2841.4983,2881.9689,2836.6284,2860.4764,4687860200,63576059036,4.1674,0.1459
000987.SH,全指材料,2016/5/16,2860.4764,2849.0367,2918.3655,2833.9297,2918.1262,4968141100,65609327939,57.6498,2.0154
000987.SH,全指材料,2016/5/17,2918.1262,2917.8104,2944.1637,2910.7535,2910.9776,6088186000,81465769222,-7.1486,-0.245
000987.SH,全指材料,2016/5/18,2910.9776,2880.1842,2880.1842,2785.9414,2824.6947,5277951100,63466434140,-86.2829,-2.9641
000987.SH,全指材料,2016/5/19,2824.6947,2819.3303,2880.5704,2819.3303,2857.0913,5112949300,64068663193,32.3966,1.1469
000987.SH,全指材料,2016/5/20,2857.0913,2827.8408,2873.6378,2817.5487,2873.4634,4946945800,63449428320,16.3721,0.573
000987.SH,全指材料,2016/5/23,2873.4634,2878.7321,2909.4882,2878.5694,2909.3004,5015349900,63656993765,35.837,1.2472
000987.SH,全指材料,2016/5/24,2909.3004,2898.9861,2899.1835,2856.2139,2883.5358,4925320100,61071513007,-25.7646,-0.8856
000987.SH,全指材料,2016/5/25,2883.5358,2898.3832,2911.9582,2851.7349,2863.1787,4492661800,58521106663,-20.3571,-0.706
000987.SH,全指材料,2016/5/26,2863.1787,2860.3382,2885.7525,2809.1386,2885.3989,5232547400,63254101383,22.2202,0.7761
000987.SH,全指材料,2016/5/27,2885.3989,2876.0205,2897.4815,2859.9679,2874.7587,5112353600,60730988895,-10.6402,-0.3688
000987.SH,全指材料,2016/5/30,2874.7587,2852.9082,2877.0036,2828.6777,2856.2535,4082715300,47766677125,-18.5052,-0.6437
000987.SH,全指材料,2016/5/31,2856.2535,2863.2683,2973.986,2863.2683,2973.986,7727568100,83963444955,117.7325,4.1219
000987.SH,全指材料,2016/6/1,2973.986,2979.3098,3023.8484,2974.898,3003.4587,8555564200,1.02377E+11,29.4727,0.991
000987.SH,全指材料,2016/6/2,3003.4587,2997.9399,3033.9508,2994.9851,3033.9508,7557611600,87362666322,30.4921,1.0152
000987.SH,全指材料,2016/6/3,3033.9508,3035.4003,3047.3903,3022.2179,3036.0275,7219424100,88212574629,2.0767,0.0684
000987.SH,全指材料,2016/6/6,3036.0275,3049.0847,3058.1045,3031.9913,3053.5035,6418686700,78002223915,17.476,0.5756
000987.SH,全指材料,2016/6/7,3053.5035,3052.2313,3055.0127,3032.8398,3048.8765,6198407900,74833779621,-4.627,-0.1515
000987.SH,全指材料,2016/6/8,3048.8765,3038.7946,3058.4149,3008.0622,3040.4668,6416054500,84708429982,-8.4097,-0.2758
000987.SH,全指材料,2016/6/13,3040.4668,3007.3287,3027.7328,2922.8512,2922.9996,7654666400,96642242881,-117.4672,-3.8635
000987.SH,全指材料,2016/6/14,2922.9996,2908.5921,2944.2804,2903.7007,2933.7434,5417902800,66720326908,10.7438,0.3676
000987.SH,全指材料,2016/6/15,2933.7434,2907.5973,3051.3824,2905.3812,3045.1898,7868510100,99613267181,111.4464,3.7988
000987.SH,全指材料,2016/6/16,3045.1898,3049.8934,3085.972,3049.0424,3066.371,9263296700,1.18646E+11,21.1812,0.6956
000987.SH,全指材料,2016/6/17,3066.371,3063.1596,3104.2005,3057.0851,3080.0287,8663746700,1.04868E+11,13.6577,0.4454
000987.SH,全指材料,2016/6/20,3080.0287,3079.9219,3087.1738,3046.3889,3082.4092,6797363100,85930734207,2.3805,0.0773
000987.SH,全指材料,2016/6/21,3082.4092,3100.4603,3108.7901,3027.0456,3046.2837,7621191700,96592515300,-36.1255,-1.172
000987.SH,全指材料,2016/6/22,3046.2837,3037.3865,3090.416,3032.8876,3090.2837,5915396700,76937731355,44,1.4444
000987.SH,全指材料,2016/6/23,3090.2837,3083.131,3084.1833,3036.9481,3057.1631,6201620300,78766021755,-33.1206,-1.0718
000987.SH,全指材料,2016/6/24,3057.1631,3053.828,3072.3864,2959.1381,3038.3137,8711248000,1.03621E+11,-18.8494,-0.6166
000987.SH,全指材料,2016/6/27,3038.3137,3019.7236,3094.7234,3018.5251,3094.7234,7002033700,83719388307,56.4097,1.8566
000987.SH,全指材料,2016/6/28,3094.7234,3082.8262,3107.5929,3064.4394,3107.0838,7053343300,86195689710,12.3604,0.3994
000987.SH,全指材料,2016/6/29,3107.0838,3116.2194,3138.9321,3110.5759,3129.4903,7691471000,96071528222,22.4065,0.7211
000987.SH,全指材料,2016/6/30,3129.4903,3131.099,3133.7554,3098.9106,3113.6446,6203196900,79213155893,-15.8457,-0.5063
000987.SH,全指材料,2016/7/1,3113.6446,3118.1389,3130.4035,3109.3482,3120.3171,6103904700,73573798628,6.6725,0.2143
000987.SH,全指材料,2016/7/4,3120.3171,3115.7406,3210.3593,3115.7406,3203.6017,9534871000,1.03032E+11,83.2846,2.6691
000987.SH,全指材料,2016/7/5,3203.6017,3208.9773,3227.7921,3196.4917,3227.438,9364228800,1.09342E+11,23.8363,0.744
000987.SH,全指材料,2016/7/6,3227.438,3217.2451,3268.98,3214.0873,3257.3353,9810120000,1.11696E+11,29.8973,0.9263
000987.SH,全指材料,2016/7/7,3257.3353,3258.4219,3314.2308,3256.5229,3297.6949,11214823000,1.42495E+11,40.3596,1.239
000987.SH,全指材料,2016/7/8,3297.6949,3284.0717,3296.3254,3272.5781,3274.8024,8347468100,1.07396E+11,-22.8925,-0.6942
000987.SH,全指材料,2016/7/11,3274.8024,3288.5365,3341.1842,3288.5365,3295.6426,10642593000,1.22569E+11,20.8402,0.6364
000987.SH,全指材料,2016/7/12,3295.6426,3284.4317,3328.2349,3256.307,3328.2349,10765556100,1.17874E+11,32.5923,0.989
000987.SH,全指材料,2016/7/13,3328.2349,3332.3915,3359.3772,3320.3006,3352.95,10181719200,1.14119E+11,24.7151,0.7426
000987.SH,全指材料,2016/7/14,3352.95,3344.7135,3346.5035,3310.9324,3335.8432,7474276900,88009629483,-17.1068,-0.5102
000987.SH,全指材料,2016/7/15,3335.8432,3335.1058,3341.3131,3317.0621,3330.6116,7422394600,90119893940,-5.2316,-0.1568
000987.SH,全指材料,2016/7/18,3330.6116,3318.7109,3330.3797,3295.684,3311.5748,7200687200,87826501735,-19.0368,-0.5716
000987.SH,全指材料,2016/7/19,3311.5748,3304.0815,3317.0796,3281.1958,3315.0643,6079796200,74271358367,3.4895,0.1054
000987.SH,全指材料,2016/7/20,3315.0643,3318.0423,3327.678,3299.282,3301.1418,5821961700,74575773814,-13.9225,-0.42
000987.SH,全指材料,2016/7/21,3301.1418,3293.9129,3318.6365,3285.4525,3302.3615,6003474100,74989948805,1.2197,0.0369
000987.SH,全指材料,2016/7/22,3302.3615,3304.8041,3309.8636,3260.173,3263.7008,5923509100,72515085330,-38.6607,-1.1707
000987.SH,全指材料,2016/7/25,3263.7008,3253.3886,3280.0903,3243.7813,3265.1604,5731192400,71030928815,1.4596,0.0447
000987.SH,全指材料,2016/7/26,3265.1604,3266.8749,3310.9544,3266.8749,3310.6601,5894292700,68974497113,45.4997,1.3935
000987.SH,全指材料,2016/7/27,3310.6601,3311.0204,3312.8507,3125.6667,3173.7861,9999965200,1.12169E+11,-136.874,-4.1343
000987.SH,全指材料,2016/7/28,3173.7861,3171.7581,3194.2788,3133.9822,3188.7555,6778004800,79198861658,14.9694,0.4717
000987.SH,全指材料,2016/7/29,3188.7555,3183.8448,3192.4707,3148.8287,3156.7356,4718441000,56639306325,-32.0199,-1.0042
000987.SH,全指材料,2016/8/1,3156.7356,3151.6776,3151.6776,3095.5455,3123.0498,5328576000,59534995398,-33.6858,-1.0671
000987.SH,全指材料,2016/8/2,3123.0498,3116.9521,3147.3359,3112.9439,3146.8635,3783926500,43808525005,23.8137,0.7625
000987.SH,全指材料,2016/8/3,3146.8635,3145.6658,3165.4968,3140.704,3162.8502,4711175300,53948736248,15.9867,0.508
000987.SH,全指材料,2016/8/4,3162.8502,3157.5927,3182.6471,3143.3624,3179.4151,4716036000,57326548029,16.5649,0.5237
000987.SH,全指材料,2016/8/5,3179.4151,3175.1465,3184.0678,3161.9345,3169.1091,4465748100,51931027010,-10.306,-0.3241
000987.SH,全指材料,2016/8/8,3169.1091,3153.2112,3193.2049,3135.8212,3193.2049,5427795900,59169643255,24.0958,0.7603
000987.SH,全指材料,2016/8/9,3193.2049,3192.5471,3221.8257,3191.0658,3221.703,5602386000,61318354936,28.4981,0.8925
000987.SH,全指材料,2016/8/10,3221.703,3220.3504,3253.9486,3220.2742,3233.7851,6892429000,74028919863,12.0821,0.375
000987.SH,全指材料,2016/8/11,3233.7851,3217.1013,3223.3297,3177.2321,3177.2321,5742564400,60561666743,-56.553,-1.7488
000987.SH,全指材料,2016/8/12,3177.2321,3170.897,3202.697,3161.25,3202.697,4516106000,46533285629,25.4649,0.8015
000987.SH,全指材料,2016/8/15,3202.697,3202.5518,3265.3088,3188.6243,3260.7627,7565654300,77759257377,58.0657,1.813
000987.SH,全指材料,2016/8/16,3260.7627,3265.1625,3295.3737,3263.3994,3285.1278,7822078600,85659737293,24.3651,0.7472
000987.SH,全指材料,2016/8/17,3285.1278,3280.0034,3302.4542,3271.083,3295.6139,7517525700,75932821558,10.4861,0.3192
000987.SH,全指材料,2016/8/18,3295.6139,3293.1458,3307.1657,3278.5134,3291.2559,7021015400,75796462043,-4.358,-0.1322
000987.SH,全指材料,2016/8/19,3291.2559,3283.6607,3302.7436,3269.8805,3299.2772,6357224300,71354197558,8.0213,0.2437
000987.SH,全指材料,2016/8/22,3299.2772,3294.9051,3298.4243,3254.9512,3255.5713,5701861400,65240813722,-43.7059,-1.3247
000987.SH,全指材料,2016/8/23,3255.5713,3256.6702,3273.7843,3247.4244,3269.079,5550258800,60714939987,13.5077,0.4149
000987.SH,全指材料,2016/8/24,3269.079,3269.9724,3282.4541,3260.0882,3268.9696,4920866400,55074533393,-0.1094,-0.0033
000987.SH,全指材料,2016/8/25,3268.9696,3247.2132,3258.4311,3213.9181,3253.6496,5979868200,63269210922,-15.32,-0.4686
000987.SH,全指材料,2016/8/26,3253.6496,3257.5508,3282.433,3253.9073,3261.7582,5305741900,59450914006,8.1086,0.2492
000987.SH,全指材料,2016/8/29,3261.7582,3256.3135,3270.6937,3251.0499,3262.3525,4571796200,50263078173,0.5943,0.0182
000987.SH,全指材料,2016/8/30,3262.3525,3266.567,3279.4574,3257.1335,3262.8746,4461691100,49666247390,0.5221,0.016
000987.SH,全指材料,2016/8/31,3262.8746,3261.7105,3266.4741,3241.0506,3265.8011,4754303300,52731964512,2.9265,0.0897
000987.SH,全指材料,2016/9/1,3265.8011,3263.9043,3273.3532,3245.8993,3245.8993,5007222000,55351516780,-19.9018,-0.6094
000987.SH,全指材料,2016/9/2,3245.8993,3243.6199,3258.4649,3221.2959,3237.5738,4836536100,53765920217,-8.3255,-0.2565
000987.SH,全指材料,2016/9/5,3237.5738,3247.8702,3278.6445,3247.8702,3268.1021,5793770300,58821916028,30.5283,0.9429
000987.SH,全指材料,2016/9/6,3268.1021,3267.1726,3305.8182,3243.2204,3305.6081,6255258800,68203294741,37.506,1.1476
000987.SH,全指材料,2016/9/7,3305.6081,3308.2013,3324.6754,3299.5454,3304.4319,6507242600,71181278785,-1.1762,-0.0356
000987.SH,全指材料,2016/9/8,3304.4319,3301.1407,3317.4871,3296.9778,3317.3111,4950757400,55472051471,12.8792,0.3898
000987.SH,全指材料,2016/9/9,3317.3111,3315.2872,3323.2092,3295.7537,3295.7537,5576051400,63728162432,-21.5574,-0.6498
000987.SH,全指材料,2016/9/12,3295.7537,3235.9525,3243.7083,3186.6638,3193.4687,6816886200,71956339282,-102.285,-3.1035
000987.SH,全指材料,2016/9/13,3193.4687,3208.9947,3217.7972,3192.8067,3212.7538,5103880700,56354563405,19.2851,0.6039
000987.SH,全指材料,2016/9/14,3212.7538,3193.3571,3204.8468,3176.3032,3195.9176,5022877500,54847124154,-16.8362,-0.524
000987.SH,全指材料,2016/9/19,3195.9176,3198.2563,3225.4256,3198.2563,3225.1345,4248825600,45256358176,29.2169,0.9142
000987.SH,全指材料,2016/9/20,3225.1345,3226.7619,3229.0394,3215.938,3227.8553,4187173400,45052375162,2.7208,0.0844
000987.SH,全指材料,2016/9/21,3227.8553,3226.5781,3243.7076,3225.2577,3232.1368,4480031900,45683660446,4.2815,0.1326
000987.SH,全指材料,2016/9/22,3232.1368,3250.4358,3256.193,3241.0441,3244.2437,4707895000,49596604345,12.1069,0.3746
000987.SH,全指材料,2016/9/23,3244.2437,3246.9743,3250.5546,3220.8746,3221.5981,4346603500,46771973234,-22.6456,-0.698
000987.SH,全指材料,2016/9/26,3221.5981,3215.7418,3215.8044,3149.218,3149.4521,4808865600,50667465955,-72.146,-2.2394
000987.SH,全指材料,2016/9/27,3149.4521,3143.3713,3168.5397,3128.8036,3168.5397,3847866200,40682208907,19.0876,0.6061
000987.SH,全指材料,2016/9/28,3168.5397,3171.2325,3174.8231,3158.6702,3162.9212,3625478300,39736109454,-5.6185,-0.1773
000987.SH,全指材料,2016/9/29,3162.9212,3165.0652,3185.818,3165.0652,3172.2677,4004166500,40857412233,9.3465,0.2955
000987.SH,全指材料,2016/9/30,3172.2677,3168.0477,3191.6574,3167.8186,3187.4973,3717104800,39069839140,15.2296,0.4801
000987.SH,全指材料,2016/10/10,3187.4973,3202.5448,3244.7656,3198.6501,3244.7656,5555003800,57354697966,57.2683,1.7967
000987.SH,全指材料,2016/10/11,3244.7656,3249.7099,3274.3734,3244.8117,3274.0256,6216650300,61137212686,29.26,0.9018
000987.SH,全指材料,2016/10/12,3274.0256,3262.7403,3270.217,3254.8334,3269.7383,5393614900,56141017526,-4.2873,-0.1309
000987.SH,全指材料,2016/10/13,3269.7383,3267.0127,3278.3945,3263.6253,3270.7114,5337988700,53023093271,0.9731,0.0298
000987.SH,全指材料,2016/10/14,3270.7114,3266.9351,3268.4336,3242.7436,3266.8553,5339569500,54418684388,-3.8561,-0.1179
000987.SH,全指材料,2016/10/17,3266.8553,3273.137,3284.5735,3241.0775,3256.152,6059571400,67323810743,-10.7033,-0.3276
000987.SH,全指材料,2016/10/18,3256.152,3250.9552,3306.813,3250.9552,3306.813,6159344000,68240136104,50.661,1.5559
000987.SH,全指材料,2016/10/19,3306.813,3312.2769,3323.0225,3294.195,3304.1963,6771344300,68551188149,-2.6167,-0.0791
000987.SH,全指材料,2016/10/20,3304.1963,3305.7728,3317.2041,3302.5561,3313.6668,6028906800,64289134190,9.4705,0.2866
000987.SH,全指材料,2016/10/21,3313.6668,3310.1485,3314.4007,3268.3245,3297.2973,5852705400,61936373281,-16.3695,-0.494
000987.SH,全指材料,2016/10/24,3297.2973,3297.7563,3333.01,3292.3761,3330.7909,7113166700,67259665919,33.4936,1.0158
000987.SH,全指材料,2016/10/25,3330.7909,3334.0756,3362.0837,3334.0389,3362.0837,7599308700,74007872326,31.2928,0.9395
000987.SH,全指材料,2016/10/26,3362.0837,3361.5303,3361.6211,3325.1279,3336.5281,7256139200,73575239201,-25.5556,-0.7601
000987.SH,全指材料,2016/10/27,3336.5281,3331.5989,3335.3717,3319.0234,3333.2363,5490669600,56273180051,-3.2918,-0.0987
000987.SH,全指材料,2016/10/28,3333.2363,3331.6176,3335.7915,3298.0685,3298.4525,5612312100,57318963863,-34.7838,-1.0435
000987.SH,全指材料,2016/10/31,3298.4525,3294.5048,3312.1731,3281.5235,3309.2827,5096039600,55676007968,10.8302,0.3283
000987.SH,全指材料,2016/11/1,3309.2827,3313.05,3339.8423,3308.4299,3339.5764,5358158800,61153113237,30.2937,0.9154
000987.SH,全指材料,2016/11/2,3339.5764,3336.1925,3348.047,3327.169,3331.7804,7221541100,80947172140,-7.796,-0.2334
000987.SH,全指材料,2016/11/3,3331.7804,3323.0228,3365.7972,3318.1935,3347.8752,7442838700,82763444462,16.0948,0.4831
000987.SH,全指材料,2016/11/4,3347.8752,3344.3751,3354.7764,3326.1112,3332.3339,6190022100,70866888730,-15.5413,-0.4642
000987.SH,全指材料,2016/11/7,3332.3339,3327.1692,3361.9085,3317.2322,3358.6358,7551614600,74633931219,26.3019,0.7893
000987.SH,全指材料,2016/11/8,3358.6358,3361.4552,3369.9834,3350.6886,3364.1357,6675484700,66662200232,5.4999,0.1638
000987.SH,全指材料,2016/11/9,3364.1357,3363.8502,3377.0401,3323.3735,3364.8895,9618809400,1.00398E+11,0.7538,0.0224
000987.SH,全指材料,2016/11/10,3364.8895,3387.0847,3413.0466,3387.0847,3410.4581,10763084000,1.03008E+11,45.5686,1.3542
000987.SH,全指材料,2016/11/11,3410.4581,3409.1786,3476.5036,3403.6734,3474.984,14173263300,1.28967E+11,64.5259,1.892
000987.SH,全指材料,2016/11/14,3474.984,3443.589,3481.8823,3442.3999,3470.6596,13314344100,1.19835E+11,-4.3244,-0.1244
000987.SH,全指材料,2016/11/15,3470.6596,3478.0719,3485.9041,3452.573,3467.3478,10178154200,97659305669,-3.3118,-0.0954
000987.SH,全指材料,2016/11/16,3467.3478,3465.7939,3474.3232,3453.4058,3467.5721,8715775900,85216513098,0.2243,0.0065
000987.SH,全指材料,2016/11/17,3467.5721,3456.3839,3472.8379,3443.3838,3467.5169,6764916200,68800888989,-0.0552,-0.0016
000987.SH,全指材料,2016/11/18,3467.5169,3464.7966,3466.8988,3442.0506,3449.0851,7272447200,75332291217,-18.4318,-0.5316
000987.SH,全指材料,2016/11/21,3449.0851,3442.9947,3475.9438,3442.9947,3459.2338,7078385800,74556489655,10.1487,0.2942
000987.SH,全指材料,2016/11/22,3459.2338,3464.9972,3494.0098,3464.9972,3493.879,8572968100,86031220545,34.6452,1.0015
000987.SH,全指材料,2016/11/23,3493.879,3495.8737,3499.8889,3463.0518,3470.9893,7735289100,81120276602,-22.8897,-0.6551
000987.SH,全指材料,2016/11/24,3470.9893,3472.2367,3499.6185,3463.6255,3472.2927,8584255000,87689652358,1.3034,0.0376
000987.SH,全指材料,2016/11/25,3472.2927,3470.8599,3473.6634,3406.307,3471.1088,7950693400,76543042341,-1.1839,-0.0341
000987.SH,全指材料,2016/11/28,3471.1088,3485.1258,3516.0656,3473.2091,3499.7279,9385444800,89900659884,28.6191,0.8245
000987.SH,全指材料,2016/11/29,3499.7279,3484.6838,3496.1824,3456.432,3457.2727,9522458000,88091617266,-42.4552,-1.2131
000987.SH,全指材料,2016/11/30,3457.2727,3438.3658,3440.0407,3405.5324,3416.7532,7122386100,67500439211,-40.5195,-1.172
000987.SH,全指材料,2016/12/1,3416.7532,3419.0805,3448.7118,3419.0805,3448.7118,6153945400,59388657134,31.9586,0.9353
000987.SH,全指材料,2016/12/2,3448.7118,3446.1028,3450.2945,3396.1495,3397.7217,6936527500,68537720540,-50.9901,-1.4785
000987.SH,全指材料,2016/12/5,3397.7217,3366.4766,3401.4095,3359.8489,3377.6376,5579555000,54680322906,-20.0841,-0.5911
000987.SH,全指材料,2016/12/6,3377.6376,3384.511,3397.1819,3372.4969,3380.1496,4791292300,49763741613,2.512,0.0744
000987.SH,全指材料,2016/12/7,3380.1496,3380.0997,3426.9446,3375.3588,3426.9135,6573209900,58598730550,46.7639,1.3835
000987.SH,全指材料,2016/12/8,3426.9135,3431.4659,3441.0812,3420.2849,3423.597,6374476100,61098650371,-3.3165,-0.0968
000987.SH,全指材料,2016/12/9,3423.597,3414.4943,3427.5727,3408.0836,3418.2532,5584010000,53802429001,-5.3438,-0.1561
000987.SH,全指材料,2016/12/12,3418.2532,3418.4303,3427.5902,3273.1865,3276.0375,8488231600,82858211421,-142.2157,-4.1605
000987.SH,全指材料,2016/12/13,3276.0375,3265.3518,3306.1031,3242.1592,3302.6695,6023418000,58340681772,26.632,0.8129
000987.SH,全指材料,2016/12/14,3302.6695,3289.7503,3327.1716,3277.3699,3294.3026,6606751200,67739303441,-8.3669,-0.2533
000987.SH,全指材料,2016/12/15,3294.3026,3274.4036,3320.1239,3272.184,3302.4115,6165519800,65164333529,8.1089,0.2461
000987.SH,全指材料,2016/12/16,3302.4115,3296.736,3316.4688,3290.8771,3311.7298,5689812200,61410674880,9.3183,0.2822
000987.SH,全指材料,2016/12/19,3311.7298,3306.9091,3317.0877,3296.3907,3313.0043,5290714000,55877949412,1.2745,0.0385
000987.SH,全指材料,2016/12/20,3313.0043,3304.042,3308.0331,3281.9543,3297.2437,5285339200,54798788528,-15.7606,-0.4757
000987.SH,全指材料,2016/12/21,3297.2437,3300.1438,3324.5951,3300.1438,3324.2847,4924891600,52976309872,27.041,0.8201
000987.SH,全指材料,2016/12/22,3324.2847,3318.8566,3322.0889,3303.5407,3316.7684,4643942000,50115733405,-7.5163,-0.2261
000987.SH,全指材料,2016/12/23,3316.7684,3315.4291,3318.6134,3278.2216,3283.3718,4569222100,48530509061,-33.3966,-1.0069
000987.SH,全指材料,2016/12/26,3283.3718,3268.1641,3285.6603,3225.2159,3285.4917,4757944700,48951607451,2.1199,0.0646
000987.SH,全指材料,2016/12/27,3285.4917,3281.4416,3297.6845,3277.9954,3289.0431,4405100600,47035033832,3.5514,0.1081
000987.SH,全指材料,2016/12/28,3289.0431,3289.5272,3299.7479,3276.751,3284.8393,4583556000,48953976915,-4.2038,-0.1278
000987.SH,全指材料,2016/12/29,3284.8393,3278.0989,3294.8218,3268.6637,3275.0935,4398179600,48080124831,-9.7458,-0.2967
000987.SH,全指材料,2016/12/30,3275.0935,3279.4812,3291.6917,3270.6585,3279.8637,4430535600,46476472581,4.7702,0.1457
000987.SH,全指材料,2017/1/3,3279.8637,3285.2588,3311.7661,3285.2588,3311.4027,4513608000,44751001348,31.539,0.9616
000987.SH,全指材料,2017/1/4,3311.4027,3310.6484,3359.7333,3306.974,3359.7333,5893217500,62738979423,48.3306,1.4595
000987.SH,全指材料,2017/1/5,3359.7333,3359.7449,3372.1798,3355.8885,3363.7108,5487328800,59550308977,3.9775,0.1184
000987.SH,全指材料,2017/1/6,3363.7108,3360.5397,3363.6178,3342.5298,3346.2282,5581362900,56171501887,-17.4826,-0.5197
000987.SH,全指材料,2017/1/9,3346.2282,3339.9617,3363.5674,3338.5237,3363.5674,5130878400,51902534654,17.3392,0.5182
000987.SH,全指材料,2017/1/10,3363.5674,3364.5753,3386.2834,3358.4753,3367.734,6182693800,59788122335,4.1666,0.1239
000987.SH,全指材料,2017/1/11,3367.734,3364.9404,3387.0385,3339.9579,3340.7755,6312888900,56837235046,-26.9585,-0.8005
000987.SH,全指材料,2017/1/12,3340.7755,3336.6321,3348.0625,3297.7373,3301.0891,5107001000,47766562497,-39.6864,-1.1879
000987.SH,全指材料,2017/1/13,3301.0891,3299.6495,3304.9605,3250.962,3255.5028,4629771100,44721118747,-45.5863,-1.3809
